device_imei,customer_id,brand,model,os,sim_count
IMEI_000000000005176,7813-TKCVO,Apple,Apple-Cg22,iOS,1
IMEI_000000000005177,0128-MKWSG,Nokia,Nokia-Hb97,Android,2
IMEI_000000000005178,3672-YITQD,Xiaomi,Xiaomi-Zn99,Android,2
IMEI_000000000005179,4350-ZTLPI,Huawei,Huawei-lY24,Android,2
IMEI_000000000005180,9048-JVYVF,Huawei,Huawei-OX33,Android,2
IMEI_000000000005181,0361-HJRDX,Oppo,Oppo-WX83,Android,2
IMEI_000000000005182,5727-MYATE,Huawei,Huawei-ur22,Android,1
IMEI_000000000005183,3823-KYNQY,Nokia,Nokia-nU89,Android,2
IMEI_000000000005184,8988-ECPJR,Nokia,Nokia-Kd18,Android,1
IMEI_000000000005185,7570-WELNY,Samsung,Samsung-nC56,Android,1
IMEI_000000000005186,3021-VLNRJ,Huawei,Huawei-nu86,Android,1
IMEI_000000000005187,3776-EKTKM,Oppo,Oppo-gN41,Android,2
IMEI_000000000005188,2080-CAZNM,Xiaomi,Xiaomi-oS06,Android,1
IMEI_000000000005189,1028-FFNJK,Nokia,Nokia-Bt79,Android,2
IMEI_000000000005190,6907-FLBER,Huawei,Huawei-Ks02,Android,2
IMEI_000000000005191,3001-UNBTL,Oppo,Oppo-Yb61,Android,2
IMEI_000000000005192,5982-PSMKW,Oppo,Oppo-Za12,Android,2
IMEI_000000000005193,3507-GASNP,Apple,Apple-zy86,iOS,2
IMEI_000000000005194,7096-ZNBZI,Apple,Apple-zQ95,iOS,1
IMEI_000000000005195,1902-XBTFB,Oppo,Oppo-Hx03,Android,1
IMEI_000000000005196,1676-MQAOA,Nokia,Nokia-LX07,Android,2
IMEI_000000000005197,0786-IVLAW,Oppo,Oppo-Az07,Android,1
IMEI_000000000005198,7566-DSRLQ,Xiaomi,Xiaomi-Il15,Android,1
IMEI_000000000005199,0643-OKLRP,Apple,Apple-HB44,iOS,1
IMEI_000000000005200,7245-JMTTQ,Xiaomi,Xiaomi-kB57,Android,1
IMEI_000000000005201,6050-IJRHS,Apple,Apple-mX96,iOS,2
IMEI_000000000005202,6202-JVYEU,Nokia,Nokia-zX21,Android,2
IMEI_000000000005203,8591-TKMZH,Xiaomi,Xiaomi-xp71,Android,1
IMEI_000000000005204,0734-OXWBT,Oppo,Oppo-sd16,Android,2
IMEI_000000000005205,4282-ACRXS,Xiaomi,Xiaomi-MB25,Android,1
IMEI_000000000005206,0365-TRTPY,Apple,Apple-rA24,iOS,1
IMEI_000000000005207,7349-ALMUX,Huawei,Huawei-Rk87,Android,2
IMEI_000000000005208,9381-NDKME,Oppo,Oppo-vb19,Android,1
IMEI_000000000005209,6502-KUGLL,Oppo,Oppo-Qu17,Android,1
IMEI_000000000005210,1841-YSJGV,Huawei,Huawei-UL29,Android,1
IMEI_000000000005211,2794-XIMMO,Samsung,Samsung-JF05,Android,2
IMEI_000000000005212,8382-SHQEH,Samsung,Samsung-ZN05,Android,1
IMEI_000000000005213,3511-BFTJW,Oppo,Oppo-eJ11,Android,2
IMEI_000000000005214,7668-XCFYV,Huawei,Huawei-ps29,Android,1
IMEI_000000000005215,2983-ZANRP,Huawei,Huawei-fA19,Android,1
IMEI_000000000005216,7845-URHJN,Huawei,Huawei-WG29,Android,2
IMEI_000000000005217,3034-ZBEQN,Apple,Apple-fu07,iOS,1
IMEI_000000000005218,5018-HEKFO,Samsung,Samsung-Ec18,Android,2
IMEI_000000000005219,2923-ARZLG,Nokia,Nokia-bu80,Android,2
IMEI_000000000005220,3976-NLDEZ,Xiaomi,Xiaomi-Uk47,Android,2
IMEI_000000000005221,2282-YGNOR,Oppo,Oppo-mH41,Android,2
IMEI_000000000005222,5336-UFNZP,Xiaomi,Xiaomi-cU28,Android,1
IMEI_000000000005223,6854-EXGSF,Oppo,Oppo-Dt92,Android,1
IMEI_000000000005224,1241-EZFMJ,Xiaomi,Xiaomi-bP00,Android,1
IMEI_000000000005225,9233-PSYHO,Xiaomi,Xiaomi-Wd51,Android,2
IMEI_000000000005226,5376-PCKNB,Apple,Apple-mU78,iOS,2
IMEI_000000000005227,8044-BGWPI,Huawei,Huawei-YJ11,Android,2
IMEI_000000000005228,4060-LDNLU,Oppo,Oppo-TN82,Android,1
IMEI_000000000005229,3589-PPVKW,Apple,Apple-ek44,iOS,1
IMEI_000000000005230,8327-LZKAS,Nokia,Nokia-XZ03,Android,1
IMEI_000000000005231,5887-IKKYO,Nokia,Nokia-Av57,Android,1
IMEI_000000000005232,1075-BGWOH,Huawei,Huawei-Jn16,Android,2
IMEI_000000000005233,1755-RMCXH,Xiaomi,Xiaomi-Ns66,Android,1
IMEI_000000000005234,0302-JOIVN,Xiaomi,Xiaomi-uy95,Android,2
IMEI_000000000005235,3858-XHYJO,Apple,Apple-gB34,iOS,1
IMEI_000000000005236,4299-SIMNS,Apple,Apple-GB64,iOS,1
IMEI_000000000005237,7025-IWFHT,Samsung,Samsung-yw89,Android,2
IMEI_000000000005238,6261-LHRTG,Oppo,Oppo-Vr52,Android,2
IMEI_000000000005239,7841-FCRQD,Huawei,Huawei-cl07,Android,1
IMEI_000000000005240,2056-EVGZL,Huawei,Huawei-UQ78,Android,1
IMEI_000000000005241,8777-MBMTS,Apple,Apple-SL69,iOS,2
IMEI_000000000005242,7753-USQYQ,Huawei,Huawei-RT79,Android,1
IMEI_000000000005243,5366-IJEQJ,Oppo,Oppo-qt16,Android,2
IMEI_000000000005244,7661-CPURM,Oppo,Oppo-yT27,Android,2
IMEI_000000000005245,6233-HXJMX,Xiaomi,Xiaomi-Lv41,Android,2
IMEI_000000000005246,5902-WBLSE,Samsung,Samsung-mI03,Android,2
IMEI_000000000005247,1981-INRFU,Oppo,Oppo-YS75,Android,2
IMEI_000000000005248,4971-PUYQO,Xiaomi,Xiaomi-rR64,Android,1
IMEI_000000000005249,3239-TPHPZ,Xiaomi,Xiaomi-wq67,Android,2
IMEI_000000000005250,5115-GZDEL,Xiaomi,Xiaomi-GB17,Android,2
IMEI_000000000005251,3338-CVVEH,Huawei,Huawei-xJ51,Android,2
IMEI_000000000005252,8485-GJCDN,Apple,Apple-MS86,iOS,1
IMEI_000000000005253,2615-YVMYX,Nokia,Nokia-If24,Android,1
IMEI_000000000005254,2851-STERV,Nokia,Nokia-lU82,Android,1
IMEI_000000000005255,4393-GEADV,Nokia,Nokia-ly46,Android,2
IMEI_000000000005256,8486-AYEQH,Nokia,Nokia-aG30,Android,1
IMEI_000000000005257,1527-SXDPN,Xiaomi,Xiaomi-YD31,Android,2
IMEI_000000000005258,6029-WTIPC,Xiaomi,Xiaomi-nT89,Android,2
IMEI_000000000005259,8634-CILSZ,Apple,Apple-Xy28,iOS,2
IMEI_000000000005260,5419-JKZNQ,Apple,Apple-hT53,iOS,1
IMEI_000000000005261,2495-KZNFB,Oppo,Oppo-Ip30,Android,2
IMEI_000000000005262,1409-PHXTF,Xiaomi,Xiaomi-GX67,Android,1
IMEI_000000000005263,4560-WQAQW,Apple,Apple-wg41,iOS,2
IMEI_000000000005264,9591-YVTEB,Samsung,Samsung-nU15,Android,1
IMEI_000000000005265,9309-BZGNT,Oppo,Oppo-bV57,Android,1
IMEI_000000000005266,4274-DRSQT,Xiaomi,Xiaomi-fX86,Android,2
IMEI_000000000005267,2027-DNKIV,Samsung,Samsung-Ee13,Android,1
IMEI_000000000005268,8075-GXIUB,Xiaomi,Xiaomi-pi71,Android,1
IMEI_000000000005269,2885-HIJDH,Nokia,Nokia-bE73,Android,1
IMEI_000000000005270,5424-RLQLC,Samsung,Samsung-Xf49,Android,1
IMEI_000000000005271,6682-QJDGB,Samsung,Samsung-Hf89,Android,2
IMEI_000000000005272,6507-DTJZV,Nokia,Nokia-TC85,Android,1
IMEI_000000000005273,8780-IXSTS,Huawei,Huawei-Jn32,Android,1
IMEI_000000000005274,7673-BQGKU,Oppo,Oppo-Wn68,Android,1
IMEI_000000000005275,6723-WSNTY,Oppo,Oppo-xz20,Android,1
IMEI_000000000005276,9530-EHPOH,Xiaomi,Xiaomi-tg55,Android,2
IMEI_000000000005277,2725-IWWBA,Huawei,Huawei-mt05,Android,1
IMEI_000000000005278,0345-HKJVM,Samsung,Samsung-jm98,Android,2
IMEI_000000000005279,1061-PNTHC,Huawei,Huawei-CV43,Android,1
IMEI_000000000005280,0394-YONDK,Nokia,Nokia-WU56,Android,2
IMEI_000000000005281,6574-MCOEH,Oppo,Oppo-jC43,Android,2
IMEI_000000000005282,7399-QHBJS,Apple,Apple-id07,iOS,1
IMEI_000000000005283,3049-SOLAY,Nokia,Nokia-Vm48,Android,1
IMEI_000000000005284,0997-YTLNY,Oppo,Oppo-CF10,Android,2
IMEI_000000000005285,3317-HRTNN,Samsung,Samsung-RS47,Android,1
IMEI_000000000005286,9479-HYNYL,Apple,Apple-Xq33,iOS,1
IMEI_000000000005287,3235-ETOOB,Huawei,Huawei-dC41,Android,2
IMEI_000000000005288,9708-KFDBY,Oppo,Oppo-uf01,Android,1
IMEI_000000000005289,8058-INTPH,Samsung,Samsung-za44,Android,2
IMEI_000000000005290,3642-GKTCT,Huawei,Huawei-DP76,Android,1
IMEI_000000000005291,0774-RMNUW,Apple,Apple-IG03,iOS,2
IMEI_000000000005292,1334-PDUKM,Apple,Apple-Pw88,iOS,2
IMEI_000000000005293,0756-MPZRL,Apple,Apple-xo15,iOS,2
IMEI_000000000005294,2242-MFOTG,Huawei,Huawei-kf54,Android,2
IMEI_000000000005295,2927-CVULT,Samsung,Samsung-nQ40,Android,2
IMEI_000000000005296,2144-BFDSO,Samsung,Samsung-vg87,Android,1
IMEI_000000000005297,8745-PVESG,Xiaomi,Xiaomi-Zr65,Android,2
IMEI_000000000005298,7647-GYYKX,Nokia,Nokia-FS71,Android,2
IMEI_000000000005299,5647-FXOTP,Samsung,Samsung-OT56,Android,2
IMEI_000000000005300,5569-OUICF,Xiaomi,Xiaomi-Ch29,Android,2
IMEI_000000000005301,8821-XNHVZ,Nokia,Nokia-im07,Android,1
IMEI_000000000005302,2082-OJVTK,Xiaomi,Xiaomi-dr33,Android,2
IMEI_000000000005303,9700-ISPUP,Xiaomi,Xiaomi-oG03,Android,2
IMEI_000000000005304,9839-ETQOE,Nokia,Nokia-YL82,Android,1
IMEI_000000000005305,6078-VESFR,Oppo,Oppo-Pa82,Android,2
IMEI_000000000005306,9027-TMATR,Nokia,Nokia-Od50,Android,1
IMEI_000000000005307,5940-NFXKV,Oppo,Oppo-fP15,Android,1
IMEI_000000000005308,1941-HOSAM,Xiaomi,Xiaomi-QB72,Android,1
IMEI_000000000005309,9110-HSGTV,Huawei,Huawei-TD79,Android,2
IMEI_000000000005310,0704-VCUMB,Oppo,Oppo-Nc93,Android,2
IMEI_000000000005311,6171-ZTVYB,Oppo,Oppo-ie50,Android,1
IMEI_000000000005312,8053-WWDRO,Oppo,Oppo-gE10,Android,2
IMEI_000000000005313,9564-KCLHR,Xiaomi,Xiaomi-MA07,Android,2
IMEI_000000000005314,1935-IMVBB,Nokia,Nokia-vq75,Android,1
IMEI_000000000005315,2535-PBCGC,Oppo,Oppo-rd03,Android,2
IMEI_000000000005316,2082-CEFLT,Oppo,Oppo-jt53,Android,1
IMEI_000000000005317,1470-PSXNM,Xiaomi,Xiaomi-Nx70,Android,1
IMEI_000000000005318,1213-NGCUN,Samsung,Samsung-mi33,Android,2
IMEI_000000000005319,2498-XLDZR,Nokia,Nokia-oo21,Android,1
IMEI_000000000005320,9866-OCCKE,Nokia,Nokia-LM86,Android,1
IMEI_000000000005321,5338-YHWYT,Samsung,Samsung-zR27,Android,1
IMEI_000000000005322,7718-UPSKJ,Xiaomi,Xiaomi-Mn18,Android,1
IMEI_000000000005323,8731-WBBMB,Samsung,Samsung-Hu70,Android,1
IMEI_000000000005324,1448-CYWKC,Huawei,Huawei-fE26,Android,2
IMEI_000000000005325,7901-IIDQV,Apple,Apple-Fj69,iOS,1
IMEI_000000000005326,2690-DVRVK,Apple,Apple-oo66,iOS,2
IMEI_000000000005327,5688-KZTSN,Apple,Apple-Ws04,iOS,2
IMEI_000000000005328,1270-XKUCC,Oppo,Oppo-oV57,Android,2
IMEI_000000000005329,0334-ZFJSR,Xiaomi,Xiaomi-zO97,Android,2
IMEI_000000000005330,2894-QOJRX,Xiaomi,Xiaomi-vf54,Android,1
IMEI_000000000005331,5747-PMBSQ,Samsung,Samsung-KB31,Android,1
IMEI_000000000005332,5583-EJXRD,Huawei,Huawei-MS10,Android,2
IMEI_000000000005333,4565-EVZMJ,Samsung,Samsung-SV49,Android,2
IMEI_000000000005334,3143-JQEGI,Nokia,Nokia-QC81,Android,1
IMEI_000000000005335,6386-SZZKH,Samsung,Samsung-CI89,Android,2
IMEI_000000000005336,3327-YBAKM,Samsung,Samsung-oi09,Android,1
IMEI_000000000005337,9441-QHEVC,Apple,Apple-vJ05,iOS,1
IMEI_000000000005338,6705-LNMDD,Nokia,Nokia-da37,Android,2
IMEI_000000000005339,2580-ASVVY,Huawei,Huawei-TI11,Android,2
IMEI_000000000005340,3370-GQEAL,Xiaomi,Xiaomi-iF39,Android,1
IMEI_000000000005341,5032-USPKF,Oppo,Oppo-rX89,Android,2
IMEI_000000000005342,2982-IHMFT,Huawei,Huawei-cu22,Android,2
IMEI_000000000005343,3521-SYVOR,Apple,Apple-Rs62,iOS,2
IMEI_000000000005344,4254-QPEDE,Oppo,Oppo-bz10,Android,2
IMEI_000000000005345,6283-GITPX,Huawei,Huawei-Ne65,Android,1
IMEI_000000000005346,9526-JAWYF,Xiaomi,Xiaomi-YZ91,Android,2
IMEI_000000000005347,0771-CHWSK,Apple,Apple-eE76,iOS,1
IMEI_000000000005348,9788-HNGUT,Oppo,Oppo-Ec78,Android,2
IMEI_000000000005349,9495-REDIY,Nokia,Nokia-FL54,Android,2
IMEI_000000000005350,5375-XLDOF,Xiaomi,Xiaomi-Pp90,Android,1
IMEI_000000000005351,1172-VIYBP,Apple,Apple-rA70,iOS,2
IMEI_000000000005352,5649-VUKMC,Xiaomi,Xiaomi-rI91,Android,2
IMEI_000000000005353,6559-PDZLR,Huawei,Huawei-Xz69,Android,2
IMEI_000000000005354,8992-OBVDG,Samsung,Samsung-OG21,Android,1
IMEI_000000000005355,4273-MBHYA,Apple,Apple-Hf91,iOS,1
IMEI_000000000005356,4724-WXVWF,Nokia,Nokia-da76,Android,2
IMEI_000000000005357,5701-GUXDC,Oppo,Oppo-ob60,Android,2
IMEI_000000000005358,1460-UZPRJ,Nokia,Nokia-xC94,Android,2
IMEI_000000000005359,6082-GLJIX,Nokia,Nokia-cA01,Android,2
IMEI_000000000005360,5143-EGQFK,Huawei,Huawei-jF06,Android,2
IMEI_000000000005361,4919-IKATY,Huawei,Huawei-La65,Android,1
IMEI_000000000005362,2495-TTHBQ,Nokia,Nokia-Px78,Android,1
IMEI_000000000005363,0485-ZBSLN,Oppo,Oppo-lM55,Android,1
IMEI_000000000005364,3810-PJUHR,Samsung,Samsung-cY81,Android,1
IMEI_000000000005365,9050-QLROH,Oppo,Oppo-yu51,Android,2
IMEI_000000000005366,0847-HGRML,Nokia,Nokia-NQ71,Android,1
IMEI_000000000005367,8232-CTLKO,Xiaomi,Xiaomi-Rn59,Android,1
IMEI_000000000005368,9227-YBAXE,Oppo,Oppo-ZL69,Android,2
IMEI_000000000005369,6168-WFVVF,Samsung,Samsung-mH70,Android,1
IMEI_000000000005370,9860-LISIZ,Xiaomi,Xiaomi-Pl40,Android,1
IMEI_000000000005371,0112-QAWRZ,Huawei,Huawei-ps80,Android,1
IMEI_000000000005372,0877-SDMBN,Oppo,Oppo-UJ98,Android,2
IMEI_000000000005373,2786-GCDPI,Huawei,Huawei-wg06,Android,2
IMEI_000000000005374,4043-MKDTV,Apple,Apple-mu40,iOS,2
IMEI_000000000005375,8065-YKXKD,Samsung,Samsung-JC11,Android,1
IMEI_000000000005376,9637-EIHEQ,Samsung,Samsung-oV85,Android,1
IMEI_000000000005377,9229-RQABD,Xiaomi,Xiaomi-Us64,Android,2
IMEI_000000000005378,8313-KTIHG,Samsung,Samsung-LT56,Android,1
IMEI_000000000005379,5320-BRKGK,Nokia,Nokia-ut17,Android,1
IMEI_000000000005380,6284-KMNUF,Xiaomi,Xiaomi-PR88,Android,2
IMEI_000000000005381,9689-PTNPG,Xiaomi,Xiaomi-bN04,Android,2
IMEI_000000000005382,9465-RWMXL,Samsung,Samsung-wk41,Android,1
IMEI_000000000005383,6229-UOLQL,Xiaomi,Xiaomi-zo00,Android,1
IMEI_000000000005384,2362-IBOOY,Apple,Apple-OI96,iOS,1
IMEI_000000000005385,3137-LUPIX,Oppo,Oppo-Cx78,Android,1
IMEI_000000000005386,0843-WTBXE,Samsung,Samsung-cH38,Android,2
IMEI_000000000005387,6143-JQKEA,Xiaomi,Xiaomi-Fm22,Android,2
IMEI_000000000005388,8676-OOQEJ,Huawei,Huawei-BJ05,Android,1
IMEI_000000000005389,5515-IDEJJ,Oppo,Oppo-WB46,Android,2
IMEI_000000000005390,9701-CDXHR,Apple,Apple-hm44,iOS,1
IMEI_000000000005391,7450-NWRTR,Xiaomi,Xiaomi-Tr33,Android,2
IMEI_000000000005392,8124-NZVGJ,Xiaomi,Xiaomi-HR42,Android,1
IMEI_000000000005393,2162-FRZAA,Nokia,Nokia-XH18,Android,1
IMEI_000000000005394,5376-DEQCP,Xiaomi,Xiaomi-HO12,Android,1
IMEI_000000000005395,5118-MUEYH,Xiaomi,Xiaomi-tr03,Android,2
IMEI_000000000005396,9095-HFAFX,Apple,Apple-zy52,iOS,2
IMEI_000000000005397,5627-TVBPP,Xiaomi,Xiaomi-Xj28,Android,1
IMEI_000000000005398,2379-ENZGV,Samsung,Samsung-Et63,Android,1
IMEI_000000000005399,3936-QQFLL,Samsung,Samsung-pm18,Android,1
IMEI_000000000005400,2589-AYCRP,Oppo,Oppo-fJ53,Android,1
IMEI_000000000005401,4067-HLYQI,Oppo,Oppo-oi90,Android,2
IMEI_000000000005402,5124-EOGYE,Xiaomi,Xiaomi-rV92,Android,2
IMEI_000000000005403,5057-RKGLH,Xiaomi,Xiaomi-yQ10,Android,1
IMEI_000000000005404,0292-WEGCH,Nokia,Nokia-xP70,Android,1
IMEI_000000000005405,8910-ICHIU,Oppo,Oppo-mQ45,Android,2
IMEI_000000000005406,4097-YODCF,Samsung,Samsung-Of72,Android,2
IMEI_000000000005407,9715-WZCLW,Apple,Apple-Eu13,iOS,1
IMEI_000000000005408,9786-YWNHU,Huawei,Huawei-Ji93,Android,2
IMEI_000000000005409,6407-GSJNL,Samsung,Samsung-zk22,Android,2
IMEI_000000000005410,6005-OBZPH,Nokia,Nokia-Ji94,Android,1
IMEI_000000000005411,4049-ZPALD,Xiaomi,Xiaomi-gI49,Android,1
IMEI_000000000005412,7932-WPTDS,Oppo,Oppo-bM47,Android,2
IMEI_000000000005413,3733-UOCWF,Nokia,Nokia-oV86,Android,1
IMEI_000000000005414,6833-JMZYP,Oppo,Oppo-PY88,Android,2
IMEI_000000000005415,2722-VOJQL,Nokia,Nokia-Bj07,Android,1
IMEI_000000000005416,1310-QRITU,Huawei,Huawei-tD11,Android,1
IMEI_000000000005417,8961-QDZZJ,Nokia,Nokia-Ec96,Android,2
IMEI_000000000005418,9715-SBVSU,Nokia,Nokia-jh30,Android,2
IMEI_000000000005419,8490-BXHEO,Samsung,Samsung-KD86,Android,1
IMEI_000000000005420,7173-TETGO,Oppo,Oppo-OG39,Android,1
IMEI_000000000005421,7929-SKFGK,Nokia,Nokia-qQ91,Android,2
IMEI_000000000005422,2300-RQGOI,Apple,Apple-Kz72,iOS,1
IMEI_000000000005423,3563-SVYLG,Huawei,Huawei-Sz74,Android,1
IMEI_000000000005424,5228-EXCET,Oppo,Oppo-td54,Android,1
IMEI_000000000005425,6435-VWCCY,Nokia,Nokia-Xg60,Android,1
IMEI_000000000005426,4998-IKFSE,Xiaomi,Xiaomi-xM27,Android,1
IMEI_000000000005427,8630-QSGXK,Huawei,Huawei-Cf09,Android,1
IMEI_000000000005428,2455-USLMV,Huawei,Huawei-uD36,Android,2
IMEI_000000000005429,7394-FKDNK,Xiaomi,Xiaomi-wc23,Android,2
IMEI_000000000005430,9488-FVZCC,Apple,Apple-kx34,iOS,1
IMEI_000000000005431,6331-LWDTQ,Samsung,Samsung-Sf61,Android,2
IMEI_000000000005432,5995-WWKKG,Nokia,Nokia-Nf06,Android,2
IMEI_000000000005433,1597-FZREH,Xiaomi,Xiaomi-PQ13,Android,2
IMEI_000000000005434,7879-CGSFV,Nokia,Nokia-xK47,Android,1
IMEI_000000000005435,9921-EZKBY,Apple,Apple-bP61,iOS,2
IMEI_000000000005436,7432-FFVAR,Apple,Apple-TW41,iOS,2
IMEI_000000000005437,7246-ZGQDF,Apple,Apple-ki39,iOS,1
IMEI_000000000005438,7000-WCEVQ,Apple,Apple-lU81,iOS,1
IMEI_000000000005439,0727-IWKVK,Apple,Apple-lo20,iOS,1
IMEI_000000000005440,5959-BELXA,Huawei,Huawei-Go25,Android,1
IMEI_000000000005441,4456-RHSNB,Huawei,Huawei-PN35,Android,1
IMEI_000000000005442,3512-IZIKN,Huawei,Huawei-rs21,Android,2
IMEI_000000000005443,2481-SBOYW,Xiaomi,Xiaomi-QJ84,Android,2
IMEI_000000000005444,7109-MFBYV,Oppo,Oppo-IW71,Android,2
IMEI_000000000005445,1833-TCXKK,Oppo,Oppo-Jl04,Android,2
IMEI_000000000005446,1832-PEUTS,Huawei,Huawei-Ut95,Android,2
IMEI_000000000005447,6141-OOXUQ,Apple,Apple-ET54,iOS,2
IMEI_000000000005448,8660-BUETV,Oppo,Oppo-rj59,Android,2
IMEI_000000000005449,0580-PIQHM,Huawei,Huawei-bK65,Android,2
IMEI_000000000005450,5696-CEIQJ,Huawei,Huawei-mR96,Android,1
IMEI_000000000005451,7503-ZGUZJ,Nokia,Nokia-Cr32,Android,2
IMEI_000000000005452,1696-HXOWK,Xiaomi,Xiaomi-ZS71,Android,2
IMEI_000000000005453,3026-ATZYV,Huawei,Huawei-jY26,Android,2
IMEI_000000000005454,4012-YCFAI,Apple,Apple-fx37,iOS,2
IMEI_000000000005455,2506-TNFCO,Samsung,Samsung-FI08,Android,2
IMEI_000000000005456,9970-QBCDA,Nokia,Nokia-DM92,Android,2
IMEI_000000000005457,8718-PTMEZ,Xiaomi,Xiaomi-nL98,Android,2
IMEI_000000000005458,9496-IVVRP,Apple,Apple-wX29,iOS,1
IMEI_000000000005459,2207-OBZNX,Samsung,Samsung-wg31,Android,2
IMEI_000000000005460,2657-VPXTA,Huawei,Huawei-Mg54,Android,2
IMEI_000000000005461,6551-VLJMV,Huawei,Huawei-Go06,Android,1
IMEI_000000000005462,1221-GHZEP,Oppo,Oppo-JO62,Android,2
IMEI_000000000005463,9289-LBQVU,Xiaomi,Xiaomi-vi70,Android,1
IMEI_000000000005464,6142-VSJQO,Samsung,Samsung-RY31,Android,1
IMEI_000000000005465,3458-IDMFK,Samsung,Samsung-Xh46,Android,1
IMEI_000000000005466,6933-FHBZC,Nokia,Nokia-FD14,Android,2
IMEI_000000000005467,0221-NAUXK,Samsung,Samsung-Hm65,Android,1
IMEI_000000000005468,9770-KXGQU,Nokia,Nokia-AZ40,Android,2
IMEI_000000000005469,6437-UKHMV,Xiaomi,Xiaomi-fP17,Android,2
IMEI_000000000005470,6538-POCHL,Nokia,Nokia-Rk86,Android,2
IMEI_000000000005471,6726-NNFWD,Nokia,Nokia-wV51,Android,1
IMEI_000000000005472,3002-WQZWT,Samsung,Samsung-rz37,Android,1
IMEI_000000000005473,4277-UDIEF,Oppo,Oppo-JQ85,Android,1
IMEI_000000000005474,1208-NBVFH,Oppo,Oppo-LY75,Android,2
IMEI_000000000005475,4912-PIGUY,Apple,Apple-MH38,iOS,1
IMEI_000000000005476,1114-CENIM,Samsung,Samsung-Ea11,Android,1
IMEI_000000000005477,6060-DRTNL,Oppo,Oppo-pi93,Android,2
IMEI_000000000005478,2725-TTRIQ,Apple,Apple-EC66,iOS,1
IMEI_000000000005479,3374-TTZTK,Nokia,Nokia-SQ95,Android,2
IMEI_000000000005480,8990-ZXLSU,Xiaomi,Xiaomi-JV97,Android,2
IMEI_000000000005481,2275-RBYQS,Samsung,Samsung-KK00,Android,1
IMEI_000000000005482,8473-VUVJN,Samsung,Samsung-Ww41,Android,2
IMEI_000000000005483,6289-CPNLD,Apple,Apple-OQ08,iOS,1
IMEI_000000000005484,5536-SLHPM,Xiaomi,Xiaomi-dH66,Android,1
IMEI_000000000005485,4419-UJMUS,Samsung,Samsung-go46,Android,2
IMEI_000000000005486,7794-JASDG,Xiaomi,Xiaomi-FH93,Android,1
IMEI_000000000005487,7609-YBPXG,Nokia,Nokia-UG45,Android,2
IMEI_000000000005488,5519-TEEUH,Huawei,Huawei-iW64,Android,2
IMEI_000000000005489,7856-GANIL,Samsung,Samsung-VW52,Android,1
IMEI_000000000005490,0804-XBFBV,Nokia,Nokia-fT99,Android,1
IMEI_000000000005491,2676-OXPPQ,Xiaomi,Xiaomi-dk19,Android,2
IMEI_000000000005492,3703-TTEPD,Oppo,Oppo-zk87,Android,2
IMEI_000000000005493,2799-TSLAG,Nokia,Nokia-ez77,Android,2
IMEI_000000000005494,0196-VULGZ,Xiaomi,Xiaomi-id10,Android,1
IMEI_000000000005495,8837-VVWLQ,Nokia,Nokia-XN79,Android,1
IMEI_000000000005496,2696-NARTR,Huawei,Huawei-zn81,Android,1
IMEI_000000000005497,2208-NKVVH,Oppo,Oppo-yy12,Android,1
IMEI_000000000005498,7614-QVWQL,Xiaomi,Xiaomi-HF24,Android,1
IMEI_000000000005499,1976-CFOCS,Apple,Apple-as27,iOS,2
IMEI_000000000005500,4631-OACRM,Nokia,Nokia-nw17,Android,2
IMEI_000000000005501,7139-JZFVG,Apple,Apple-wS67,iOS,2
IMEI_000000000005502,4987-GQWPO,Huawei,Huawei-Sz72,Android,1
IMEI_000000000005503,3755-JBMNH,Apple,Apple-js75,iOS,1
IMEI_000000000005504,1757-TCATG,Oppo,Oppo-KY71,Android,2
IMEI_000000000005505,6345-ULYRW,Huawei,Huawei-Bi91,Android,1
IMEI_000000000005506,4776-XSKYQ,Oppo,Oppo-uH37,Android,2
IMEI_000000000005507,8048-DSDFQ,Huawei,Huawei-MP32,Android,2
IMEI_000000000005508,5753-QQWPW,Xiaomi,Xiaomi-ly88,Android,2
IMEI_000000000005509,6010-DDPPW,Huawei,Huawei-xE81,Android,1
IMEI_000000000005510,1809-DMJHQ,Samsung,Samsung-ff85,Android,1
IMEI_000000000005511,6693-FRIRW,Samsung,Samsung-Ti76,Android,1
IMEI_000000000005512,6586-MYGKD,Xiaomi,Xiaomi-uR82,Android,1
IMEI_000000000005513,3173-NVMPX,Nokia,Nokia-Bx33,Android,2
IMEI_000000000005514,0248-PGHBZ,Samsung,Samsung-Zl22,Android,1
IMEI_000000000005515,0623-GDISB,Nokia,Nokia-PS85,Android,1
IMEI_000000000005516,2892-GESUL,Huawei,Huawei-nL94,Android,1
IMEI_000000000005517,6923-EFPNL,Oppo,Oppo-XW72,Android,1
IMEI_000000000005518,7472-EQOAV,Nokia,Nokia-yB60,Android,1
IMEI_000000000005519,9574-RKJIF,Nokia,Nokia-PY35,Android,1
IMEI_000000000005520,2043-WVTQJ,Xiaomi,Xiaomi-qb70,Android,2
IMEI_000000000005521,8034-RYTVV,Nokia,Nokia-Ff83,Android,1
IMEI_000000000005522,3863-QSTYI,Xiaomi,Xiaomi-of21,Android,1
IMEI_000000000005523,2619-WFQWU,Samsung,Samsung-tD99,Android,2
IMEI_000000000005524,5044-LRQAQ,Nokia,Nokia-VK11,Android,1
IMEI_000000000005525,1716-LSAMB,Nokia,Nokia-wT45,Android,1
