complaint_id,customer_id,tower_id,complaint_type,status,resolution_days,complaint_date
COMP_06943,5393-RXQSZ,TOWER_008,Network Outage,Escalated,39,2025-12-16
COMP_06944,9732-KPKBW,TOWER_020,Network Outage,Resolved,34,2025-06-12
COMP_06945,5482-NUPNA,TOWER_016,Slow Data,Open,42,2026-02-25
COMP_06946,5914-DVBWJ,TOWER_050,SIM Issue,Open,34,2026-02-21
COMP_06947,1403-LKLIK,TOWER_001,Call Drop,Resolved,28,2025-10-11
COMP_06948,3259-FDWOY,TOWER_049,Billing Error,Resolved,4,2025-11-11
COMP_06949,4439-YRNVD,TOWER_027,Slow Data,Escalated,22,2025-08-31
COMP_06950,8634-MPHTR,TOWER_015,Slow Data,Escalated,19,2025-07-07
COMP_06951,8808-ELEHO,TOWER_024,Network Outage,Resolved,23,2026-03-30
COMP_06952,8429-XIBUM,TOWER_010,SIM Issue,Open,10,2025-10-06
COMP_06953,5536-SLHPM,TOWER_006,Call Drop,Open,8,2025-10-26
COMP_06954,1977-STDKI,TOWER_011,Network Outage,Resolved,28,2025-07-13
COMP_06955,3737-GCSPV,TOWER_027,Billing Error,Escalated,33,2026-04-12
COMP_06956,7270-BDIOA,TOWER_004,Slow Data,Escalated,45,2026-03-02
COMP_06957,1273-MTETI,TOWER_031,Slow Data,Resolved,16,2026-01-30
COMP_06958,5641-DMBFJ,TOWER_022,Network Outage,Escalated,36,2025-06-18
COMP_06959,0596-BQCEQ,TOWER_044,Slow Data,Escalated,28,2025-06-13
COMP_06960,6379-RXJRQ,TOWER_050,Slow Data,Resolved,9,2025-07-15
COMP_06961,6048-UWKAL,TOWER_004,Slow Data,Resolved,30,2025-07-24
COMP_06962,3096-GKWEB,TOWER_031,Call Drop,Open,27,2026-01-28
COMP_06963,6635-MYYYZ,TOWER_003,Call Drop,Open,37,2025-10-19
COMP_06964,7841-FCRQD,TOWER_031,Call Drop,Resolved,21,2025-07-15
COMP_06965,2817-NTQDO,TOWER_038,Billing Error,Resolved,28,2025-05-22
COMP_06966,3440-JPSCL,TOWER_013,Network Outage,Resolved,16,2025-11-25
COMP_06967,3751-KTZEL,TOWER_004,Call Drop,Resolved,29,2025-08-23
COMP_06968,3571-RFHAR,TOWER_022,Slow Data,Resolved,24,2026-04-15
COMP_06969,9863-JZAIC,TOWER_048,SIM Issue,Resolved,34,2025-11-21
COMP_06970,0661-KBKPA,TOWER_021,Network Outage,Resolved,18,2025-11-23
COMP_06971,5909-ECHUI,TOWER_012,Slow Data,Open,11,2025-07-30
COMP_06972,0322-CHQRU,TOWER_044,SIM Issue,Resolved,29,2025-06-12
COMP_06973,1334-FJSVR,TOWER_043,Billing Error,Resolved,13,2025-06-13
COMP_06974,4302-ZYFEL,TOWER_035,SIM Issue,Escalated,44,2025-12-13
COMP_06975,5440-FLBQG,TOWER_005,SIM Issue,Resolved,28,2025-05-12
COMP_06976,6400-BWQKW,TOWER_021,Call Drop,Escalated,35,2026-03-24
COMP_06977,0447-BEMNG,TOWER_023,Call Drop,Open,14,2025-09-21
COMP_06978,5567-WSELE,TOWER_041,Call Drop,Resolved,41,2025-12-29
COMP_06979,2454-RPBRZ,TOWER_018,Slow Data,Open,24,2025-12-26
COMP_06980,8062-YBDOE,TOWER_023,SIM Issue,Resolved,17,2026-02-17
COMP_06981,0378-TOVMS,TOWER_002,SIM Issue,Escalated,35,2026-01-17
COMP_06982,5922-ABDVO,TOWER_044,Network Outage,Escalated,20,2025-04-30
COMP_06983,6323-AYBRX,TOWER_001,Call Drop,Open,35,2025-11-16
COMP_06984,3663-MITLP,TOWER_050,Slow Data,Escalated,35,2025-05-06
COMP_06985,6413-XKKPU,TOWER_044,SIM Issue,Resolved,43,2025-08-08
COMP_06986,6145-NNPNO,TOWER_009,Billing Error,Open,14,2026-01-10
COMP_06987,4729-XKASR,TOWER_022,Call Drop,Resolved,23,2026-02-16
COMP_06988,1265-XTECC,TOWER_026,Network Outage,Escalated,36,2026-02-04
COMP_06989,0455-ENTCR,TOWER_044,Slow Data,Resolved,12,2025-09-18
COMP_06990,6599-RCLCJ,TOWER_039,Billing Error,Escalated,17,2026-02-15
COMP_06991,4534-WGCIR,TOWER_042,Call Drop,Open,19,2025-05-24
COMP_06992,7670-ZBPOQ,TOWER_025,Billing Error,Open,3,2026-04-02
COMP_06993,8749-JMNKX,TOWER_029,Network Outage,Escalated,35,2025-07-29
COMP_06994,0319-QZTCO,TOWER_019,SIM Issue,Escalated,42,2026-03-27
COMP_06995,1428-GTBJJ,TOWER_009,Billing Error,Resolved,37,2026-04-17
COMP_06996,9172-ANCRX,TOWER_043,Call Drop,Open,30,2025-07-12
COMP_06997,2235-ZGKPT,TOWER_037,SIM Issue,Resolved,42,2025-07-18
COMP_06998,6331-EWIEB,TOWER_037,Network Outage,Resolved,34,2026-04-21
COMP_06999,8593-WHYHV,TOWER_026,SIM Issue,Resolved,21,2026-04-18
COMP_07000,3866-MDTUB,TOWER_031,Slow Data,Resolved,36,2026-02-24
COMP_07001,6892-EZDTG,TOWER_014,SIM Issue,Resolved,5,2026-04-24
COMP_07002,2519-FAKOD,TOWER_001,Billing Error,Open,4,2025-10-21
COMP_07003,7780-OTDSO,TOWER_016,Billing Error,Escalated,22,2026-04-07
COMP_07004,0354-WYROK,TOWER_037,SIM Issue,Resolved,14,2025-11-13
COMP_07005,6615-NGGZJ,TOWER_008,Call Drop,Escalated,39,2025-12-15
COMP_07006,0637-KVDLV,TOWER_008,SIM Issue,Open,13,2025-08-14
COMP_07007,3363-DTIVD,TOWER_013,Network Outage,Escalated,29,2025-05-23
COMP_07008,2911-UREFD,TOWER_030,Network Outage,Resolved,9,2025-09-15
COMP_07009,4818-DRBQT,TOWER_008,Network Outage,Open,40,2026-04-03
COMP_07010,9191-MYQKX,TOWER_020,Slow Data,Resolved,5,2026-04-21
COMP_07011,8065-YKXKD,TOWER_034,Call Drop,Escalated,8,2025-10-13
COMP_07012,7839-QRKXN,TOWER_036,Network Outage,Resolved,21,2025-08-29
COMP_07013,4816-JBHOV,TOWER_026,Network Outage,Open,43,2025-11-13
COMP_07014,1722-LDZJS,TOWER_027,Slow Data,Resolved,27,2025-07-15
COMP_07015,4187-CINZD,TOWER_037,Billing Error,Resolved,16,2026-03-17
COMP_07016,1567-DSCIC,TOWER_007,Network Outage,Resolved,18,2025-05-05
COMP_07017,8185-UPYBR,TOWER_008,SIM Issue,Open,34,2026-03-27
COMP_07018,1585-MQSSU,TOWER_014,SIM Issue,Escalated,45,2026-04-14
COMP_07019,6379-RXJRQ,TOWER_031,SIM Issue,Escalated,27,2026-04-06
COMP_07020,5671-RQRLP,TOWER_012,Slow Data,Resolved,9,2025-06-15
COMP_07021,5385-SUIRI,TOWER_024,Call Drop,Escalated,14,2025-04-29
COMP_07022,7563-BIUPC,TOWER_026,Billing Error,Resolved,37,2026-02-14
COMP_07023,4398-HSCJH,TOWER_044,Call Drop,Resolved,7,2025-12-09
COMP_07024,5542-NKVRU,TOWER_003,Billing Error,Escalated,17,2025-09-12
COMP_07025,7459-RRWQZ,TOWER_001,Network Outage,Resolved,35,2025-10-10
COMP_07026,4484-GLZOU,TOWER_035,Slow Data,Resolved,20,2026-02-04
COMP_07027,5956-VKDTT,TOWER_016,Network Outage,Resolved,24,2025-08-17
COMP_07028,8149-AIQCG,TOWER_004,Slow Data,Resolved,3,2026-01-10
COMP_07029,1571-SAVHK,TOWER_026,Network Outage,Escalated,15,2025-07-03
COMP_07030,4735-BJKOU,TOWER_040,Slow Data,Resolved,14,2025-05-06
COMP_07031,4710-FDUIZ,TOWER_014,Billing Error,Escalated,24,2025-10-25
COMP_07032,8835-VSDSE,TOWER_049,Billing Error,Escalated,22,2026-04-16
COMP_07033,6837-HAEVO,TOWER_030,Slow Data,Open,1,2025-10-26
COMP_07034,6161-UUUTA,TOWER_014,Billing Error,Escalated,12,2025-06-19
COMP_07035,3194-ORPIK,TOWER_030,Network Outage,Resolved,13,2026-01-13
COMP_07036,6664-FPDAC,TOWER_024,Network Outage,Open,14,2025-07-08
COMP_07037,2391-SOORI,TOWER_009,Slow Data,Resolved,1,2025-11-19
COMP_07038,8041-TMEID,TOWER_040,Billing Error,Escalated,42,2026-02-10
COMP_07039,0684-AOSIH,TOWER_043,Call Drop,Open,17,2025-08-26
COMP_07040,0107-YHINA,TOWER_048,Call Drop,Resolved,1,2025-08-27
COMP_07041,8679-JOEVF,TOWER_013,Slow Data,Escalated,13,2025-07-17
COMP_07042,0818-OCPZO,TOWER_036,SIM Issue,Resolved,23,2025-09-16
COMP_07043,3318-ISQFQ,TOWER_033,Slow Data,Open,27,2025-06-25
COMP_07044,2988-PLAHS,TOWER_022,SIM Issue,Escalated,38,2026-02-15
COMP_07045,4817-QRJSX,TOWER_049,Billing Error,Resolved,14,2026-04-12
COMP_07046,3348-CFRNX,TOWER_033,Slow Data,Escalated,27,2025-06-13
COMP_07047,5502-RLUYV,TOWER_026,Network Outage,Escalated,20,2026-02-21
COMP_07048,8663-UPDGF,TOWER_034,Network Outage,Escalated,18,2025-06-29
COMP_07049,0306-JAELE,TOWER_044,Call Drop,Open,11,2026-04-17
COMP_07050,7825-ECJRF,TOWER_032,Billing Error,Open,42,2026-02-18
COMP_07051,3345-PBBFH,TOWER_038,SIM Issue,Resolved,5,2025-08-06
COMP_07052,4713-ZBURT,TOWER_043,Slow Data,Resolved,2,2026-04-01
COMP_07053,0634-SZPQA,TOWER_033,Network Outage,Escalated,7,2025-11-11
COMP_07054,3144-AUDBS,TOWER_014,Network Outage,Resolved,18,2026-01-26
COMP_07055,4572-DVCGN,TOWER_008,Call Drop,Escalated,19,2025-05-24
COMP_07056,7632-YUTXB,TOWER_024,SIM Issue,Open,22,2026-04-27
COMP_07057,6532-YLWSI,TOWER_004,Network Outage,Open,39,2025-11-26
COMP_07058,2484-DGXPZ,TOWER_011,Billing Error,Escalated,41,2026-03-12
COMP_07059,6358-LYNGM,TOWER_003,Call Drop,Open,25,2026-03-19
COMP_07060,6664-FPDAC,TOWER_039,Slow Data,Escalated,31,2025-07-15
COMP_07061,9804-ICWBG,TOWER_016,Billing Error,Open,3,2026-02-17
COMP_07062,5385-SUIRI,TOWER_023,Call Drop,Resolved,39,2025-05-01
COMP_07063,1031-IIDEO,TOWER_037,Billing Error,Resolved,28,2025-10-27
COMP_07064,1383-EZRWL,TOWER_045,SIM Issue,Open,42,2025-12-05
COMP_07065,2927-CVULT,TOWER_019,Billing Error,Resolved,32,2026-01-10
COMP_07066,5099-BAILX,TOWER_013,Slow Data,Open,4,2026-02-18
COMP_07067,5780-INQIK,TOWER_011,SIM Issue,Escalated,29,2026-03-26
COMP_07068,2575-GFSOE,TOWER_034,SIM Issue,Resolved,27,2025-11-28
COMP_07069,9921-ZVRHG,TOWER_025,Slow Data,Resolved,43,2025-07-11
COMP_07070,0254-KCJGT,TOWER_001,Call Drop,Open,43,2025-09-29
COMP_07071,7426-WEIJX,TOWER_034,Call Drop,Resolved,42,2025-07-22
COMP_07072,8631-NBHFZ,TOWER_022,Slow Data,Open,45,2026-01-18
COMP_07073,3638-WEABW,TOWER_044,Network Outage,Escalated,12,2025-07-16
COMP_07074,0322-CHQRU,TOWER_045,Network Outage,Escalated,28,2025-09-07
COMP_07075,7541-YLXCL,TOWER_022,Slow Data,Escalated,31,2026-03-21
COMP_07076,9867-XOBQA,TOWER_008,Slow Data,Open,14,2025-11-29
COMP_07077,3677-IYRBF,TOWER_024,Slow Data,Open,6,2025-07-03
COMP_07078,5955-ERIHD,TOWER_037,Billing Error,Resolved,24,2025-08-07
COMP_07079,4640-UHDOS,TOWER_039,Network Outage,Open,15,2025-07-19
COMP_07080,8634-CILSZ,TOWER_048,Billing Error,Open,15,2025-09-02
COMP_07081,1625-JAIIY,TOWER_019,Billing Error,Resolved,35,2026-01-14
COMP_07082,5998-VVEJY,TOWER_015,Billing Error,Open,7,2026-04-06
COMP_07083,1077-HUUJM,TOWER_040,Slow Data,Open,16,2025-05-06
COMP_07084,5458-CQJTA,TOWER_038,SIM Issue,Open,19,2025-07-13
COMP_07085,4603-JANFB,TOWER_048,Network Outage,Escalated,44,2025-07-15
COMP_07086,5060-TQUQN,TOWER_030,SIM Issue,Resolved,16,2026-01-24
COMP_07087,8417-FMLZI,TOWER_014,Billing Error,Open,28,2025-06-25
COMP_07088,2660-EMUBI,TOWER_033,Call Drop,Open,27,2025-08-31
COMP_07089,1323-OOEPC,TOWER_037,Call Drop,Open,5,2025-10-20
COMP_07090,7825-GKXMW,TOWER_046,Call Drop,Escalated,14,2025-10-24
COMP_07091,5949-EBSQK,TOWER_033,Billing Error,Escalated,31,2025-05-10
COMP_07092,3800-LYTRK,TOWER_031,Slow Data,Resolved,23,2026-01-03
COMP_07093,2034-GDRCN,TOWER_046,Call Drop,Open,17,2025-10-17
COMP_07094,3722-WPXTK,TOWER_019,Call Drop,Resolved,37,2026-03-15
COMP_07095,4398-HSCJH,TOWER_042,Call Drop,Open,19,2026-04-26
COMP_07096,4032-RMHCI,TOWER_047,Call Drop,Escalated,1,2025-11-26
COMP_07097,3519-ZKXGG,TOWER_047,Call Drop,Escalated,20,2025-09-05
COMP_07098,9221-OTIVJ,TOWER_032,Network Outage,Open,5,2025-08-12
COMP_07099,7470-MCQTK,TOWER_020,Call Drop,Escalated,43,2026-03-17
COMP_07100,1891-UAWWU,TOWER_041,SIM Issue,Open,8,2026-04-22
COMP_07101,3834-XUIFC,TOWER_041,Billing Error,Open,8,2025-07-25
COMP_07102,3397-AVTKU,TOWER_002,Network Outage,Resolved,41,2025-04-29
COMP_07103,3621-CEOVK,TOWER_041,Billing Error,Resolved,45,2025-11-28
COMP_07104,6214-EDAKZ,TOWER_015,Billing Error,Resolved,4,2025-12-01
COMP_07105,8063-RJYNF,TOWER_032,Billing Error,Escalated,25,2025-07-05
COMP_07106,6946-LMSQS,TOWER_002,Network Outage,Escalated,33,2025-11-24
COMP_07107,3006-XIMLN,TOWER_015,Billing Error,Open,28,2025-09-22
COMP_07108,2279-AXJJK,TOWER_014,Network Outage,Open,15,2026-04-05
COMP_07109,2815-CPTUL,TOWER_028,Call Drop,Escalated,15,2025-12-21
COMP_07110,8982-NHAVY,TOWER_006,SIM Issue,Resolved,39,2025-05-06
COMP_07111,3221-CJMSG,TOWER_034,Slow Data,Open,39,2025-06-09
COMP_07112,2141-RRYGO,TOWER_001,Billing Error,Resolved,6,2025-06-07
COMP_07113,0883-EIBTI,TOWER_013,Slow Data,Resolved,27,2025-05-11
COMP_07114,3540-RZJYU,TOWER_003,Call Drop,Escalated,18,2026-03-24
COMP_07115,2676-ISHSF,TOWER_050,Network Outage,Resolved,30,2025-06-01
COMP_07116,0784-GTUUK,TOWER_026,Network Outage,Escalated,40,2026-01-17
COMP_07117,0052-YNYOT,TOWER_019,Billing Error,Escalated,32,2026-01-06
COMP_07118,9651-GTSAQ,TOWER_049,Billing Error,Escalated,21,2025-08-23
COMP_07119,0203-HHYIJ,TOWER_031,Network Outage,Resolved,6,2025-08-20
COMP_07120,8430-TWCBX,TOWER_009,Billing Error,Open,41,2025-12-27
COMP_07121,4441-NIHPT,TOWER_020,Billing Error,Open,16,2025-12-31
COMP_07122,0115-TFERT,TOWER_007,Slow Data,Escalated,45,2025-06-18
COMP_07123,1564-NTYXF,TOWER_019,Billing Error,Resolved,26,2025-07-31
COMP_07124,6048-NJXHX,TOWER_014,Slow Data,Escalated,2,2025-11-21
COMP_07125,3927-NLNRY,TOWER_004,Call Drop,Open,8,2025-07-21
COMP_07126,3283-WCWXT,TOWER_023,Call Drop,Open,3,2025-09-28
COMP_07127,6567-HOOPW,TOWER_001,Billing Error,Escalated,1,2026-01-23
COMP_07128,6615-NGGZJ,TOWER_033,SIM Issue,Open,15,2025-10-02
COMP_07129,0761-AETCS,TOWER_027,Slow Data,Resolved,28,2026-01-27
COMP_07130,8445-DNBAE,TOWER_017,Call Drop,Escalated,28,2025-07-12
COMP_07131,1571-SAVHK,TOWER_047,SIM Issue,Open,8,2025-08-04
COMP_07132,2144-BFDSO,TOWER_041,Call Drop,Escalated,36,2025-08-18
COMP_07133,3208-YPIOE,TOWER_015,Call Drop,Resolved,23,2025-12-13
COMP_07134,3445-HXXGF,TOWER_048,Call Drop,Open,22,2025-06-05
COMP_07135,1689-MRZQR,TOWER_012,SIM Issue,Resolved,21,2025-11-27
COMP_07136,2868-MZAGQ,TOWER_024,Call Drop,Resolved,41,2026-03-19
COMP_07137,4877-EVATK,TOWER_005,Slow Data,Resolved,24,2025-12-10
COMP_07138,7470-DYNOE,TOWER_016,SIM Issue,Escalated,18,2026-02-25
COMP_07139,9101-BWFSS,TOWER_048,Slow Data,Escalated,11,2025-11-01
COMP_07140,9730-DRTMJ,TOWER_010,SIM Issue,Resolved,33,2025-05-25
COMP_07141,9651-GTSAQ,TOWER_021,SIM Issue,Resolved,33,2025-11-26
COMP_07142,6390-DSAZX,TOWER_003,Call Drop,Resolved,33,2025-05-29
COMP_07143,6253-WRFHY,TOWER_048,Billing Error,Open,5,2025-12-04
COMP_07144,7850-THJMU,TOWER_020,Network Outage,Resolved,14,2025-07-28
COMP_07145,2485-ITVKB,TOWER_045,Call Drop,Escalated,40,2026-04-21
COMP_07146,7065-YUNRY,TOWER_005,Network Outage,Open,33,2025-05-29
COMP_07147,0508-SQWPL,TOWER_034,Network Outage,Open,36,2025-05-26
COMP_07148,8510-AWCXC,TOWER_003,Network Outage,Open,37,2025-09-01
COMP_07149,0899-LIIBW,TOWER_002,Network Outage,Resolved,24,2025-06-22
COMP_07150,6741-QRLUP,TOWER_049,Billing Error,Escalated,44,2026-01-16
COMP_07151,0002-ORFBO,TOWER_046,Slow Data,Resolved,45,2025-04-27
COMP_07152,7854-FOKSF,TOWER_036,Network Outage,Open,45,2025-07-14
COMP_07153,7054-LGEQW,TOWER_009,Billing Error,Resolved,33,2025-08-15
COMP_07154,6532-YLWSI,TOWER_046,SIM Issue,Escalated,30,2025-08-09
COMP_07155,1205-WNWPJ,TOWER_038,Slow Data,Open,44,2025-06-17
COMP_07156,6230-BSUXY,TOWER_045,Call Drop,Open,17,2026-04-19
COMP_07157,8185-UPYBR,TOWER_026,Slow Data,Resolved,38,2026-03-31
COMP_07158,4016-BJKTZ,TOWER_001,Call Drop,Open,22,2026-03-16
COMP_07159,5087-SUURX,TOWER_035,Call Drop,Resolved,22,2026-02-02
COMP_07160,6418-PIQSP,TOWER_012,SIM Issue,Escalated,8,2026-04-15
COMP_07161,7780-OTDSO,TOWER_021,SIM Issue,Escalated,13,2026-04-06
COMP_07162,2672-HUYVI,TOWER_016,Billing Error,Escalated,16,2025-11-29
COMP_07163,7931-PXHFC,TOWER_008,Network Outage,Open,41,2025-09-10
COMP_07164,3346-BRMIS,TOWER_013,Network Outage,Resolved,39,2025-12-28
COMP_07165,2983-ZANRP,TOWER_023,Call Drop,Open,10,2026-03-07
COMP_07166,9046-JBFWA,TOWER_020,Network Outage,Open,16,2025-05-05
COMP_07167,5228-EXCET,TOWER_018,SIM Issue,Open,2,2026-03-17
COMP_07168,2013-SGDXK,TOWER_039,Network Outage,Open,23,2025-04-30
COMP_07169,0428-IKYCP,TOWER_026,Slow Data,Resolved,7,2025-08-28
COMP_07170,7072-MBHEV,TOWER_015,Slow Data,Resolved,20,2026-03-25
COMP_07171,8097-OMULG,TOWER_025,Billing Error,Resolved,38,2025-06-29
COMP_07172,7274-RTAPZ,TOWER_038,Network Outage,Open,1,2025-06-05
COMP_07173,8443-ZRDBZ,TOWER_021,Call Drop,Resolved,2,2025-09-22
COMP_07174,1150-WFARN,TOWER_031,Call Drop,Resolved,44,2026-01-24
COMP_07175,1550-LOAHA,TOWER_005,SIM Issue,Resolved,6,2025-12-12
COMP_07176,9565-JSNFM,TOWER_040,Slow Data,Escalated,26,2025-12-10
COMP_07177,1740-CSDJP,TOWER_041,SIM Issue,Escalated,16,2025-10-09
COMP_07178,5287-QWLKY,TOWER_042,SIM Issue,Escalated,23,2026-04-05
COMP_07179,2397-BRLOM,TOWER_008,Billing Error,Escalated,16,2025-09-27
COMP_07180,7721-JXEAW,TOWER_050,Call Drop,Open,10,2026-01-11
COMP_07181,5546-QUERU,TOWER_003,Slow Data,Escalated,9,2025-10-22
COMP_07182,5315-CKEQK,TOWER_019,SIM Issue,Open,13,2025-09-23
COMP_07183,4654-GGUII,TOWER_031,Network Outage,Resolved,21,2025-12-07
COMP_07184,3627-FHKBK,TOWER_040,Slow Data,Resolved,30,2025-06-08
COMP_07185,3398-ZOUAA,TOWER_044,Network Outage,Resolved,7,2026-02-12
COMP_07186,6261-RCVNS,TOWER_015,Network Outage,Open,39,2026-03-10
COMP_07187,5707-ORNDZ,TOWER_050,Call Drop,Open,20,2025-12-25
COMP_07188,1240-KNSEZ,TOWER_038,Billing Error,Open,7,2025-06-18
COMP_07189,6210-KBBPI,TOWER_008,Call Drop,Resolved,12,2025-12-29
COMP_07190,6712-OAWRH,TOWER_034,Slow Data,Open,35,2025-08-20
COMP_07191,7547-EKNFS,TOWER_010,Billing Error,Open,23,2025-08-20
COMP_07192,2070-FNEXE,TOWER_044,Network Outage,Resolved,28,2025-05-15
COMP_07193,5372-FBKBN,TOWER_010,Billing Error,Escalated,11,2025-12-30
COMP_07194,4541-RMRLG,TOWER_015,Call Drop,Open,4,2026-01-13
COMP_07195,7693-QPEFS,TOWER_002,Billing Error,Resolved,23,2025-09-20
COMP_07196,4080-IIARD,TOWER_006,Billing Error,Open,37,2025-11-13
COMP_07197,9237-HQITU,TOWER_018,SIM Issue,Open,32,2026-02-06
COMP_07198,8780-IXSTS,TOWER_004,SIM Issue,Resolved,38,2025-05-16
COMP_07199,0687-ZVTHB,TOWER_008,Call Drop,Open,20,2026-02-19
COMP_07200,4030-VPZBD,TOWER_015,Call Drop,Resolved,34,2025-08-22
COMP_07201,7603-USHJS,TOWER_030,SIM Issue,Resolved,7,2025-08-14
COMP_07202,9667-EQRXU,TOWER_012,Network Outage,Escalated,37,2025-07-08
COMP_07203,2988-GBIVW,TOWER_048,Call Drop,Resolved,6,2025-09-05
COMP_07204,7049-GKVZY,TOWER_048,Slow Data,Open,16,2026-03-08
COMP_07205,2379-ENZGV,TOWER_048,SIM Issue,Escalated,42,2025-10-02
COMP_07206,1872-EBWSC,TOWER_042,Billing Error,Open,29,2025-08-24
COMP_07207,7369-TRPFD,TOWER_013,Slow Data,Resolved,5,2025-06-15
COMP_07208,7614-QVWQL,TOWER_024,Call Drop,Escalated,3,2025-09-26
COMP_07209,3768-NLUBH,TOWER_012,Call Drop,Escalated,14,2026-01-17
COMP_07210,2293-IJWPS,TOWER_026,Network Outage,Escalated,15,2025-12-14
COMP_07211,1658-BYGOY,TOWER_026,Billing Error,Escalated,2,2025-06-12
COMP_07212,0637-KVDLV,TOWER_027,Network Outage,Escalated,8,2025-10-20
COMP_07213,4489-SNOJF,TOWER_001,Billing Error,Escalated,8,2025-11-04
COMP_07214,2026-TGDHM,TOWER_016,Billing Error,Open,4,2026-03-31
COMP_07215,5167-ZFFMM,TOWER_050,Billing Error,Open,37,2025-07-28
COMP_07216,2267-FPIMA,TOWER_045,Network Outage,Escalated,5,2026-03-24
COMP_07217,4277-PVRAN,TOWER_026,SIM Issue,Open,11,2026-03-14
COMP_07218,7825-GKXMW,TOWER_011,Call Drop,Escalated,21,2026-02-21
COMP_07219,9305-CDSKC,TOWER_019,SIM Issue,Escalated,25,2026-01-19
COMP_07220,6689-KXGBO,TOWER_043,Billing Error,Open,30,2026-03-05
COMP_07221,1925-LFCZZ,TOWER_036,Slow Data,Open,7,2025-10-24
COMP_07222,7547-EKNFS,TOWER_008,SIM Issue,Resolved,1,2025-07-21
COMP_07223,3068-OMWZA,TOWER_016,Billing Error,Escalated,17,2025-09-01
COMP_07224,1205-WNWPJ,TOWER_012,Billing Error,Open,4,2026-01-12
COMP_07225,3716-BDVDB,TOWER_008,SIM Issue,Open,9,2025-11-14
COMP_07226,5385-SUIRI,TOWER_008,Call Drop,Resolved,42,2025-09-08
COMP_07227,5419-CONWX,TOWER_036,Slow Data,Open,29,2025-08-28
COMP_07228,8058-INTPH,TOWER_013,Network Outage,Open,32,2026-02-16
COMP_07229,9392-XBGTD,TOWER_032,Call Drop,Resolved,38,2025-09-03
COMP_07230,0420-BWTPW,TOWER_011,Network Outage,Resolved,9,2025-10-07
COMP_07231,6894-LFHLY,TOWER_014,Billing Error,Resolved,37,2025-12-08
COMP_07232,2082-OJVTK,TOWER_042,Billing Error,Escalated,34,2026-02-27
COMP_07233,2676-SSLTO,TOWER_033,SIM Issue,Escalated,22,2025-06-28
COMP_07234,8884-ADFVN,TOWER_050,Slow Data,Resolved,10,2025-05-03
COMP_07235,5248-KWLAR,TOWER_017,SIM Issue,Escalated,18,2026-04-14
COMP_07236,8414-MYSHR,TOWER_038,Network Outage,Open,28,2026-03-09
COMP_07237,2386-LAHRK,TOWER_014,Billing Error,Escalated,36,2026-01-11
COMP_07238,5281-BUZGT,TOWER_036,Slow Data,Open,6,2025-06-10
COMP_07239,4572-DVCGN,TOWER_035,Slow Data,Escalated,12,2025-05-11
COMP_07240,5673-FSSMF,TOWER_049,Call Drop,Resolved,38,2025-06-14
COMP_07241,2153-MREFK,TOWER_008,Billing Error,Escalated,5,2026-02-12
COMP_07242,7142-HVGBG,TOWER_022,Call Drop,Escalated,18,2025-07-28
COMP_07243,4430-UZIPO,TOWER_021,Slow Data,Escalated,19,2025-10-30
COMP_07244,2202-CUYXZ,TOWER_040,Call Drop,Open,38,2026-03-27
COMP_07245,2774-LVQUS,TOWER_024,Slow Data,Resolved,8,2025-05-16
COMP_07246,6738-ISCBM,TOWER_013,SIM Issue,Escalated,19,2025-10-24
COMP_07247,5178-LMXOP,TOWER_015,Call Drop,Escalated,20,2026-01-18
COMP_07248,1396-QWFBJ,TOWER_019,Slow Data,Open,22,2025-09-01
COMP_07249,3198-VELRD,TOWER_002,SIM Issue,Open,17,2025-12-02
COMP_07250,7548-SEPYI,TOWER_032,Slow Data,Escalated,45,2025-07-01
COMP_07251,6629-CZTTH,TOWER_050,SIM Issue,Escalated,27,2025-09-06
COMP_07252,2876-VBBBL,TOWER_030,Slow Data,Escalated,5,2025-08-10
COMP_07253,5248-RPYWW,TOWER_007,Slow Data,Resolved,37,2025-09-27
COMP_07254,3838-OZURD,TOWER_033,SIM Issue,Open,35,2025-10-04
COMP_07255,6500-JVEGC,TOWER_013,SIM Issue,Escalated,6,2026-04-18
COMP_07256,4785-QRJHC,TOWER_007,SIM Issue,Escalated,30,2026-03-05
COMP_07257,9221-OTIVJ,TOWER_011,Slow Data,Escalated,16,2025-08-30
COMP_07258,2034-GDRCN,TOWER_049,Billing Error,Escalated,2,2025-07-25
COMP_07259,1455-ESIQH,TOWER_036,Call Drop,Resolved,32,2025-10-10
COMP_07260,4958-GZWIY,TOWER_011,Slow Data,Resolved,21,2025-10-05
COMP_07261,2826-DXLQO,TOWER_029,Call Drop,Resolved,13,2025-11-20
COMP_07262,7055-VKGDA,TOWER_014,Network Outage,Open,29,2025-07-25
COMP_07263,7056-IMHCC,TOWER_045,Billing Error,Resolved,30,2026-04-01
COMP_07264,0378-NHQXU,TOWER_006,Network Outage,Resolved,9,2025-11-30
COMP_07265,5708-EVONK,TOWER_038,Slow Data,Resolved,16,2026-04-07
COMP_07266,1352-HNSAW,TOWER_025,Call Drop,Open,11,2025-08-09
COMP_07267,7434-SHXLS,TOWER_030,Billing Error,Resolved,38,2025-12-23
COMP_07268,3621-CEOVK,TOWER_009,Billing Error,Open,16,2025-05-18
COMP_07269,0947-MUGVO,TOWER_030,Network Outage,Escalated,12,2026-01-05
